CHAT_ID,SPEAKER_ID,TIME,TEXT
29,30,11:09:32.462,"En ole pelannut enää vuosiin, harrastus muuttui liian vakavaksi joskus täysi-ikäisyyden kynnyksellä."
29,30,11:10:21.302,Nykyään olen enemmän viettänyt aikaa kiipeillen. Onko laji sinulle tutte?
29,27,11:10:26.813,Niinhän siinä monesti käy. Lopetin kanssa lätkän pelaamisen siinä vaiheessa. Ei ollut enää hauskaa. Palasin siihen vielä pariksi vuodeksi muutaman vuoden tauon jälkeen.
29,27,11:10:37.829,Olen just aloittanut boulderoinnin.
29,27,11:10:45.766,Oletko kauan kiipeillyt?
29,30,11:11:31.165,Pari vuotta aktiivisemmin. Ylimmät topatut reitit taitaa olla siellä 7a+ tasolla. 
29,30,11:11:39.373,Joko olet päässyt kutosiin asti?
29,27,11:12:37.701,Olen koittanut mutta ei ole vielä onnistunut. Olen muutaman viikon vasta kerinnyt. Päätin aloittaa tämän harrastuksen koska tarvitsin talveksi jotain tekemistä.
29,27,11:12:48.454,En ole siis kovin hyvä vielä.
29,27,11:13:01.662,Boulderoitko vai kiipeiletkö myös köyden kanssa?
29,30,11:13:48.917,"Se ottaa aikansa, mutta aluksi varsinkin kehitys on mukavan nopeaa ja motivoivaa. Viimeistään alku seiskoilla homma alkaa hidastuakin jo merkittävästi."
29,30,11:14:35.510,"Olen pari kertaa kokeillut köyden kanssa kiipeilyä, mutta en ole jaksanut hommata varmistuskorttia vielä. Sekin on toki ihan hauskaa."
29,30,11:14:38.221,Entä sinä?
29,27,11:15:32.676,"Ehkä tulevaisuudessa. Korkeanpaikankammon kanssa tuntuu, että siinä alastulo voi olla hankalaa. Boulderoinnissakin se on välillä, mutta siinä ei mennä niin korkealle."
29,27,11:15:50.021,Mikä on varmistuskortti?
29,30,11:16:16.532,Naru on onneksi turvana siellä korkealla. 
29,30,11:17:45.828,"Köysikiipeilyssä salit haluaavat varmistaa turvallisuuspuolen, eli käytännössä siellä pitää käydä pienimuotoinen kurssi että osaa sitoa narun kunnolla ja varmistaa toista ihmistä kiipeämässä. Käytännössä siis näyttää että osaa tehdä solmun ja pitää huolta että kaveri ei tipu kiivetessään kun on itse huolehtimassa narun toisessa päässä."
29,30,11:19:00.756,"Boulderoidessakin kannattaa huolehtia, että kiipeää mieluummin vähän matkaa alas ennenkuin hyppää. Oletko hyppinyt paljon alas ylimmiltä otteilta?"
29,27,11:19:15.757,Eikö niissä alastullessa pidä kuitenkin tavallaan hypätä narua vasten? Muuten se on löysänä eikä varmista? Näin olen kuullut. Se voi olla itselle vähän hankalaa.
29,27,11:19:36.652,Viimeksi en niinkään hypännyt kuin että tipahdin. Muistin sentäs kierrähtää selälle.
29,30,11:20:24.916,"tippuminen kuuluu asiaan, itse venäytin vähän polveani perjantaina seinältä pudotessani. "
29,30,11:21:10.394,"ja joo, hypätään narua vasten. Narua ei kuitenkaan pidetä löysällä vaan enemmänkin rajakireänä jotta voidaan minimoida putoamismatka mikäli ote lipeää"
29,30,11:21:50.593,liidaamisessa missä itse asetetaan köysi hakoihin on sitten mahdollista tippua vähän pidempäänkin ennenkuin naru ottaa kiinni. Onko tämä termi tuttu?
29,27,11:22:08.062,Onko se boulderointi siinä vaiheessa enää mielenkiintoista kun tulee ns. seinä vastaan?
29,30,11:22:16.404,on
30,28,11:06:16.233,Mjoo
30,32,11:06:17.764,Moikka!
30,28,11:06:22.931,Moi
30,32,11:06:50.660,Tykkäätkö urheilusta?
30,28,11:06:55.035,En varsinaisesti
30,28,11:06:56.466,Sä?
30,32,11:07:07.133,En kyllä oikeestaan
30,28,11:07:15.265,Tästähän tulee kiinnostava keskustelu
30,28,11:07:24.506,Tuleeko kuitenkin jotain toisinaan seurattua?
30,32,11:07:53.827,"Joskus katson jotain kisoja, jos joku muukin kattoo"
30,32,11:08:05.019,Entä sulla?
30,28,11:08:47.097,"Suunnilleen samaa, ehkä joskus jotain jääkiekon finaaleja tai vastaavaa toisella silmällä"
30,32,11:09:23.100,Samat setit siis. Mikä on mielestäsi viihdyttävin laji katsoa?
30,28,11:09:53.563,Ehkä se jääkiekko kun muuta tulee hyvin harvoin seurattua
30,28,11:10:08.985,Viihdyttävin osa on toki kaikenlaisten mestaruusjuhlaörvellysten seuraaminen
30,32,11:10:26.708,No se kyllä
30,32,11:10:48.491,Harrastatko ite mitään liikuntaa/lajia?
30,28,11:10:53.321,En
30,28,11:10:57.360,Entä sä?
30,32,11:11:18.507,"Joskus käyn lenkillä, mut ei sen kummempaa"
30,28,11:11:38.265,"Joskus tuli työkavereiden kanssa käytyä kyllä kiipeilemässä, mutta sekin vähän jäänyt"
30,32,11:12:03.563,Oho! En oo itse kokeillut mitään noin eksoottista
30,28,11:12:37.618,Ihan hauskaa puuhaa jos siihen jaksaa lähteä
30,32,11:13:07.243,Mä oon vähän nössö ja pelkään korkeita paikkoja 
30,28,11:13:19.545,Se varmaan joo rajoittaa...
30,32,11:13:49.043,Ootko kokeillu mitä kaikkia lajeja?
30,28,11:14:30.329,"Enpä juuri muuta, vuosia sitten tuli sulkapalloa toisinaan pelailtua, mutta siihen ja koululiikuntakidutukseen taitaa jäädä"
30,28,11:14:45.201,Sulla muita kuin ajoittainen lenkkeily?
30,32,11:15:22.339,"Ajoittainen saleilu, pyöräily kunnes se varastettiin, pienenä koetin ratsastusta"
30,28,11:15:48.705,Pyörät tuntuvat katoavan aika helposti pääkaupunkiseudulla
30,32,11:16:13.474,"Niin on, ihmettelin tosiaan kun ei ollut edes hyvä pyörä"
30,28,11:16:31.641,Ehkä siinä kuitenkin oli lopulta liian vähän ruostetta pelottamaan varkaat pois
30,32,11:17:05.802,Näin taisi olla... 
30,32,11:17:27.154,Traumatisoiko koululiikunta vai onko sulla urheiluun kuitenkin neutraali suhtautuminen?
30,28,11:17:53.041,"Aikalailla neutraali, eikä se koululiikunta ehkä niin pahasti traumatisoinut"
30,28,11:18:12.361,"Oli siellä ihan mukavaakin, riippuen vähän senhetkisestä luokasta ja opettajasta"
30,28,11:18:34.569,"Vaikkapa pesäpallo oli ihan miellyttävää puuhaa, vaikkei sitä juurikaan osannut"
30,32,11:19:05.338,"Onneksi niin! Itsellä oli kyllä vain asennevamma, jonka vuoksi en tykännyt"
30,32,11:19:13.123,Hyvä opettaja kyllä tekee ihmeitä
30,28,11:19:25.561,"Varmaan mullakin jonkun verran asennevammaa taustalla, jos totta puhutaan..."
30,32,11:19:51.554,Tietyssä iässä pakko tappaa kaiken innostuksen 
30,28,11:19:55.768,Juu
30,28,11:20:55.057,Tuliko väkipakolla seurattua äskettäistä EM-karsintaottelua?
30,32,11:21:18.114,"Tuli, koska kotopuolessa on jalkapallointoilijoita"
30,28,11:21:20.513,Jalkapalloa etenkään en ole nimittäin koskaan kyennyt ymmärtämään
30,28,11:21:36.999,"Mä satuin olemaan baarissa samaan aikaan, eikä siellä hommaa voinut millään välttää"
30,32,11:21:50.151,No ei kyllä varmasti
31,31,11:06:43.156,Moikka
31,33,11:07:36.945,"hello. En ole viime aikoina itse harratsanut muuta liikuntaa, kuin kävely. tv urheilua olen seurannut. Hiihtomenestys oli melko ok. Nyrkkeilymatsi oli turhan maksullinen"
31,33,11:08:26.192,sinun mielipide?
31,31,11:08:41.795,"mä harrastan partiota, eiköhän sekin ole osittain liikunnan muoto kun metsässä seikkaillaan :D urheilua tulee telkkarista seurattua tosi vähän"
31,31,11:08:58.842,katsoitko futiksen EM-karsintoja?
31,33,11:09:05.534,partio  on ok. luontoilua -ekoa!
31,33,11:09:19.184,missäpäin liikuit
31,31,11:09:57.979,"Nuuksion kansallispuistossa tulee paljon käytyä, ja sitten Vihdissä ja Inkoossa"
31,31,11:10:22.370,Myös Evon leirintäalue Hämeenlinnassa tuttua seutua
31,33,11:10:32.745,formulamenestys ei ollut kaksista tänä vuonna
31,31,11:11:01.307,mä en ole sitä itse pahemmin seurannut kuin Hesarin otsikoista
31,33,11:11:04.114,Keväällä miehet voittivat sentään jääkiekon MM
31,33,11:11:28.073,suunnistus on vaikeaa?
31,31,11:12:11.467,"Ei suunnistus kauhean vaikeaa ole, haastavinta on ehkä se että välillä pitää sietää epävarmuutta ja mennä eteenpäin vaikka ei olekaan ihna varma että missä kohtaa tarkalleen on kartalla"
31,33,11:12:20.912,Ja jalkapallossa lopulta saavutettiin EM kisapaikka
31,31,11:12:23.927,Mutta se kun saa valita omat reittinsä ja kulkea luonnossa on parasta
31,33,11:12:48.841,"ensi vuonna on em kisoja yksi ottelu tanskassa, kaksi Pietarissa"
31,31,11:13:11.218,"tai enemmän, jos pääsevät jatkoon :D"
31,33,11:13:22.296,Voiko aikuisiällä lkiittyä partioon
31,31,11:14:36.706,"Toki! Partion aloitukselle ei ole yläikärajaa, monella alueella etsitään uusia aikuisikäisiä mukaan toimintaan :) myös vuoden 2019 alusta alkaen on voinut tulla mukaan toimintaan 3-6-vuotiaan lapsensa kanssa perhepartiota harrastamaan"
31,31,11:15:20.971,Onko sulla lähipiirissä partiota harrastavia?
31,33,11:15:26.689,"täytyy vaikkapa gooklata, päivän jälkeen"
31,33,11:15:38.648,ei oo
31,33,11:16:49.977,kauanko olet harrastanurt partiointia
31,31,11:17:06.338,parikymmentä vuotta on jo tullut täyteen
31,33,11:17:18.705,"itse pidän sulkis, pingis, "
31,33,11:17:42.856,"uimataidoton olen, eikö patrtioilaisen kuuluis osaa uida"
31,33,11:17:59.864,en jaksa enää opetella uttaa lajia
31,31,11:18:01.971,Kyllä varsinkin meripartiolaisen
31,31,11:18:14.883,Peruspartiolainen pärjää myös ilman uimataitoa
31,33,11:18:18.720,taitais olla parempi mettäpartio
31,31,11:19:13.666,"Malmilla on myös yksi ilmailupartio, missä tutustutaan paljon lentokoneisiin ja ilmakehän ominaisuuksiin"
31,33,11:19:22.704,onko partio jutut kallis ?
31,31,11:19:51.601,"aika halpa verrattuna liikuntaharrastuksiin, 60e vuodessa plus kertaostoksina makuupussi ja makuualusta pärjää jo pitkälle"
31,33,11:20:06.536,paljonko on ulkoöitä
31,33,11:20:28.334,osaat solmut?
31,31,11:20:37.818,"sen voi itse määrittää aika vahvasti, jotkut tykkää kyädä melkeen joka vikonloppu ja toiset sitten ehkä kerran vuodessa kämppäretkillä "
31,31,11:20:57.801,"solmuja on muutamia hallussa, enemmän opetellaan ryhmässä toimimista ja nuorten johtamista"
31,33,11:21:00.914,www.partio.fi?
31,31,11:21:04.850,jep
31,33,11:21:23.689,oletko joku kokeneempi
31,33,11:21:32.144,onko jotain arvoasteikkoa
31,31,11:22:07.673,"partiossa ei ole sillä tavalla arvoasteikkoa, vastuutehtävät vaihtelee vuosittain paljonkin eli samat ihmiset voivat johtaa toisiaan vaihtelevasti"
31,31,11:22:20.042,Itse on tullut paljon kaupunginosan partiohommissa toimittua
31,33,11:22:29.919,"ok, thanx"
32,30,11:24:43.196,Moi
32,29,11:24:48.046,Morjens!
32,30,11:24:50.036,reissaatko paljon?
32,29,11:24:59.335,"Joo, aika paljon."
32,29,11:25:10.570,"Osaksi työmatkoja, mutta myös vapaa-ajalla."
32,29,11:25:17.465,Entäs itse?
32,30,11:25:44.412,"Silloin tällöin, joskin viime vuosina paino on ollut enemmän työmatkoissa."
32,30,11:26:03.955,Onko joku tietty paikka muodostunut suosikkikohteeksi?
32,29,11:26:22.503,Yksi suosikeistani on Japani.
32,29,11:26:46.727,"Pari kertaa on tullut käytyä, ja tarkoituksena on käydä uudestaan."
32,30,11:26:55.347,Se on mielenkiintoinen paikka! Joskin hieman haastava kielitaidottomalle.
32,30,11:27:11.564,"Olen itsekin käynyt siellä kerran, joskin vain työmatkalla."
32,29,11:27:35.311,Isoissa kaupungeissa pärjää kyllä kohtuullisesti englannilla.
32,29,11:27:45.711,Teetkö paljon työmatkoja euroopan ulkopuolelle?
32,30,11:28:30.500,Viime vuosina jostain syystä olen päätynyt useammin Euroopan ulkopuolella kuin Eurooppaan.
32,30,11:29:06.364,"Joskin en ole mikään pitkien lentojen suurin fani, joten se itse siirtymä on aina hieman puuduttava vaikka päämäärä itsessään olisinkin kiinnostava."
32,30,11:29:15.475,Kärsitkö pahasti jet lagistä?
32,29,11:29:32.439,"Joo, se voi olla aika lamaannuttavaa."
32,29,11:29:50.207,En voisi lentää samana päivänä kuin on joku tärkeä kokous.
32,29,11:30:08.481,Euroopassa se onnistuu kun matkat ovat lyhyemmät ja aikaero pieni.
32,30,11:30:48.835,"Totta, mutta siitä huolimatta lentomatkustaminen on jotenkin kuluttavampaa kuin odottaisi matka-aikaan nähden."
32,29,11:31:11.535,Ahdas jalkatila on osa ongelmaa.
32,30,11:31:16.898,totta
32,29,11:31:21.551,voi olla paikat aika jumissa.
32,29,11:31:32.118,Onko sinulla lempikohdetta?
32,30,11:32:09.171,"Viihdyn jostain syystä parhaiten pohjoisessa. Pohjois Lappi, Norja ja Ruotsi ovat hienoja paikkoja systemaattisesti."
32,30,11:32:19.195,Oletko liikkunut paljon noilla nurkilla?
32,29,11:32:47.207,Suomen ja Norjan lapissa olen käynyt.
32,29,11:32:52.920,Todella kaunista maastoa.
32,29,11:32:57.215,Oletko nähnyt revontulia?
32,30,11:33:53.187,Kyllähän niihin on törmännyt toistuvasti vuosien aikana. Erityisen komeilta ne tapaavat näyttää lumen ollessa maassa.
32,30,11:33:59.370,Entäs itse?
32,29,11:34:05.462,Itse en ole nähnyt.
32,29,11:34:27.704,Ne kerrat kun olen käynyt talvella on aina ollut pilvistä.
32,30,11:34:53.203,"Joo, se on tuurissaan. Kannattaa tähdätä kovimpien pakkasten aikaan yleensä."
32,30,11:35:08.026,Joskin olen pari kertaa onnistunut näkemään niitä myös alkusyksyn vaelluksilla.
32,30,11:35:52.563,Muistaakseni Kilpisjärven alueella oli suurin todennäköisyys havaita Revontulia Suomen rajojen sisällä.
32,29,11:36:07.358,Itse olen käynyt vaeltamassa vain kesäaikaan.
32,30,11:36:10.733,Oletko koskaan käynyt Haltilla?
32,29,11:36:20.366,Yötön yö on aikamoinen kokemus sekin.
32,29,11:36:28.574,En ole käynyt Haltilla.
32,30,11:37:11.506,En minäkään. Sekä Halti että Kebnekaise olisivat kiinnostavia matkakohteita.
32,30,11:38:34.628,"Mutta palatakseni Japaniin, oletko jo miettinyt mikä olisi seuraava paikka missä vierailla siellä?"
32,29,11:38:50.023,Olisi mielenkiintoista käydä pienemmissä paikoissa.
32,29,11:39:12.526,Perinteinen ryokan-majatalo ja onsen-kylpylä kiinnostaisi.
32,29,11:39:27.231,"Onsenissa olen käynyt, mutta se oli modernisoitu versio."
32,30,11:40:07.362,"Molemmista tuli testattua vähän modernimmat versiot, mutta olen myös kuullut että pienemmissä paikoissa nämä voivat olla hyvinkin mielenkiintoisia."
32,30,11:40:42.986,Kannattaa myös harkita jotain pieniä päivävaelluksia esimerkiksi jollekkin matalalle vuorelle. Luonto on hyvin erilaista sielläpäin verrattuna Suomeen.
32,29,11:41:17.358,Kiitos juttutuokiosta!
33,27,11:24:44.293,Moi
33,28,11:24:47.920,Moi
33,27,11:25:01.653,Mites matkailu? Mikä kiinnostaa?
33,28,11:25:24.848,Nykyään on ehkä alkanut luontopuoli kiinnostaa enemmän
33,28,11:25:34.159,Kaupunkeja tullut nähtyä sen verran jo tässä vaiheessa
33,28,11:25:39.184,Mitenkäs sun mieltymykset?
33,27,11:26:21.685,Ehkä vielä kaupungit mut pitää olla tasapainoo. Mikään rantaloma ei esim kiinnosta.
33,28,11:26:33.472,"Joo, rantalomat ei kyllä nappaa sitten lainkaan"
33,27,11:26:39.317,Millasta luontoo? Jotkut kansallispuistot?
33,28,11:26:44.096,Esim
33,28,11:27:04.168,Jostain syystä mulla on joku outo kiinnostus nimenomaan saariin
33,28,11:27:09.264,En tiedä mistä
33,27,11:27:26.893,Oletko käynyt jollain saarella / saarilla lähiaikoina?
33,28,11:27:28.136,"Koskaan tosiaan tullut ymmärrettyä, mikä rantalomissa viehättää ihmisiä"
33,28,11:27:42.169,Shetlannissa tuli käytyä keväällä
33,27,11:27:54.797,Shetlanti on missä?
33,28,11:28:09.336,Pieni saariryhmä keskellä merta Skotlannista pohjoiseen
33,28,11:28:12.664,Osa Britanniaa
33,28,11:28:20.761,Onko sulla tullut käytyä missä viime aikoina?
33,27,11:29:03.668,Itselle käy esim vaikka muutama tunti rannalla jos semmonen on tarjolla. Mutta ei siis sellainen että ranta on pääteema ja muuta ei juuri olekaan.
33,27,11:29:18.941,Viimeisin iso matka oli about kuukausi sitten Vietnamissa.
33,28,11:29:43.272,"Joo, riittävän pienissä annoksissa rannat on ok, mutta joku useamman päivän rantaloma ei nappaa laisinkaan"
33,27,11:29:53.092,Shetlannissa melko viilee vielä keväällä? Skotlannissa tekis mieli käydä esim mennä siellä rannikolla.
33,28,11:30:04.600,Melko
33,28,11:30:07.911,Ja hyvin tuulista
33,27,11:30:23.565,Veikkasinkin. Oliko siellä mitä nähtävää?
33,28,11:30:31.840,Vietnamissa minkään tietyn jutun perässä vai vain kiertelemässä maa läpi?
33,28,11:30:52.910,Lähinnä hienoa karua puutonta luontoa ja valtavia rantakallioita
33,28,11:31:03.318,"Myös valtavasti merilintuja, jos ne kiinnostaa"
33,27,11:31:44.221,"Parissa kaupungissa, uimassa merssä, jotain temppeleitä, ja ruokaa. Semmosta perus settiä."
33,28,11:31:57.054,Ootko käynyt läpi muita alueen maita?
33,27,11:32:46.493,"On tullut pikaisesti käytyä Thaimaa, Laos, Kambodza, Singapore"
33,28,11:33:06.311,"Onko mielipidettä, mikä niistä on paras tai mielenkiintoisin?"
33,28,11:33:38.119,Singapore varmaankin vähän yksipuolisempi
33,27,11:33:52.712,Paras tuollainen luontomatkailu mitä on tullut käytyä niin tulltu ajeltua ympäri Tasmaniaa. Siellä on paljon maaseutua ja lehmiä ja sit vuoria missä lunta.
33,28,11:34:00.375,Kas
33,28,11:34:11.087,Vietin itsekin siellä viikon tänä kesänä
33,27,11:34:37.684,Laos oli varmaan mielenkiintoisin koska oli pieni kaupunki. Siellä oli Mekong joki ja sit joku vesiputous. Vettä sato paljon ja oli lämmintä. 
33,28,11:34:45.087,"Täytyy sanoa, että paikallinen talvi ei välttämättä ollut se paras ajankohta käydä siellä"
33,27,11:35:17.717,Itse kävin niiden keväällä. Vuorilla oli vielä vähän lunta ja lehtiä oli tulossa koivuihin.
33,27,11:35:23.741,Mites se talvi?
33,28,11:35:33.423,Tuli jopa lunta välillä
33,28,11:35:58.255,"Joutui kerran tekemään jonkun 400 kilometrin ylimääräisen lenkin, kun reitti saaren läpi oli suljettu lumen takia"
33,27,11:36:10.225,Paha!
33,27,11:36:20.093,Ajoimme siitä keskeltä läpi.
33,27,11:36:26.293,Harvoin kukaan eksyy Tasmaniaan asti? Mistä idea? Koska se oli saari?
33,28,11:36:31.727,Saari joo
33,28,11:36:40.059,Oli konferenssi Sydneyssä
33,27,11:37:04.141,Hienoa! Olispa itelläkin konferenssi sielläpäin.
33,28,11:37:05.238,Ja niin kauas tuntuu Suomesta tyhmältä mennä vain viikon konferenssin takia
33,27,11:37:28.220,"Totta, hyvähän siinä käydä kattoo samalla jos on aikaa."
33,28,11:37:39.431,"Varmaan Tasmaniassa kiehtoo myös se, että on erittäin syrjässä Suomesta katsottuna"
33,27,11:38:15.396,"Se on kyllä kaukana. Itse täytyy kiittää veljeäni, että sinne eksyin. Hän matkallamme halusi sinne."
33,27,11:38:26.317,Olin kyllä yllättänyt kuinka hieno siellä on.
33,28,11:38:27.967,Oliko osa pidempää Australian-reissua?
33,27,11:38:37.783,Oli joo.
33,28,11:38:40.279,"Joo, oli kyllä ihan mielenkiintoinen saari"
33,27,11:39:02.932,Mut harvoimpa varmaan monet Australian reissuilla menee Tasmaniaan. Siellä isolla saarellakin niin paljon settiä.
33,28,11:39:08.167,Mulla taisi olla vaihtoehtoina Tasmania tai ajo Sydneystä Melbourneen
33,28,11:39:14.143,Niinpä kai
33,28,11:39:25.199,Kävittekö aavikkoalueillakin?
33,28,11:39:39.998,Siellä Australian keskiosissa
33,27,11:39:55.365,Teki mieli käydä siellä kivellä. Mutta se oli niin kaukana ja makso yllättävän paljon
33,27,11:40:03.788,Eikä siellä ollut mitään muuta.
33,28,11:40:03.824,Voin kuvitella
33,27,11:40:10.392,Ei siis tullut mentyä.
33,28,11:40:30.424,"Ja jos sinne päättää ajaa, ei matkalla taida juuri muuta kuin tasaista aavikkoa olla nähtävänä"
33,27,11:40:48.311,Tasmania kuulostaa paremmalta vaihtoehdolta kuin Sydneysta Melbourneen. Siinä ei taida olla mitään kovin mielenkiintoista matkalla?
34,34,11:25:22.576,Moi! Mikäs on mielenkiintoisin paikka missä oot matkaillu?
34,33,11:28:29.721,"matkailua- ok. kotimaa vai ulkomaa. kerro jotain. mä en oikeestaa harrasta, kuin aalto yliopiston tarjoamilla , 0man yhteisön virkistysmatkoilla kesäkuussa / viimeksi oltiin Lohjalla, tytyri kaivoksessa, aikaisempina vuosina on ollut nin Porvoo, Hanko . kesäloma menee ihan kotosalla, kaikenlaista pientä on. ei ole mökkiä. Tytyri taitaa olla mielekiintoisin tähän astisista."
34,33,11:28:57.968,muitaki n paikkoja tässä rannikolla käyty. päiväreissuja
34,33,11:29:10.040,'sulla
34,33,11:29:48.721,Nyt on tää ilmastosäästö juttu ettei kohta arvaa matkailla mihinkään.
34,34,11:30:37.120,Itse jotenkin yhdistän matkailun aina ulkomaihin mutta joo onhan täällä Suomessakin paljon kivoja paikkoja missä voisi käydä
34,33,11:30:52.896,ite ei viihdy etelässä kun on kuumaa. suomen kesäkin on tarpeeksi kuuma. pitäis kai mennä vaan tyylin Islantiin tai Grönlantiin tai kanadan pohjoisOsiin
34,33,11:31:07.963,missä oot käynyt
34,33,11:31:28.561,mul on vaa pohjoismaita
34,33,11:31:44.866,ei €uromaita
34,34,11:33:03.431,Joo Suomen kesä on kyllä hyvä ja ei siihen aikaa munkaan tekisi mieli lähteä minnekään. Mä oon käyny lähinnä Euroopan maissa. Saksassa ja Espanjassa useemman kerran ja Hollannissa ja Italiassa lyhyempiä reissuja. Espanja on mun mielestä ihan piristävä aina joskus marras- tai joulukuussa niin näkee vähän valoa ja aurinkoa
34,33,11:33:25.327,"Ota välillä katse kännykästä pois joko bussi-, metromatkalla, ja katsele miltä ulkona näyttää. siellä on loppujen lopuksi ihan ok. no metro  atkailu töihin on ihan pöpöö."
34,33,11:34:17.657,matkailua voi kuulemma harrastaa virtuaalisestikin?
34,33,11:34:35.480,"katsella museon nähtävyyksiä, jonottammatta."
34,33,11:34:48.257,oletko kuullut.?
34,34,11:36:03.910,Joo matkailun hauskuus taitaa olla enemmän se mindset siitä ettei tartte stressata arkisista asioista eli pitäisi onnistua lähempänäkin. Virtuaalisesta matkailusta en kyllä ole kuullu
34,33,11:37:34.106,"lentoasemalla menee aikaa. enkä jaksa herää aikaisin. sit on ite iham sekaisin. ja aina se lentäminen vaan hermostuttaa. flygari putooaaa. >>Joo, hemet kirjastoissa (mm sello on virtuaali-juttu) samoin kuin oppimiskeskuksessa tossa aalto kampuksen kirjastossa. niilläkin voi olla jotain matkajuttui tai museoi"
34,33,11:38:22.186,kun vaan löytäis kunnolla aikaa.
34,33,11:38:53.954,ja euromatkjailu vie £ tai $$$ tai €€
34,34,11:39:15.528,"Täytynee tutustua siihen miten nuo toimii, kuulostaa tosiaan halvemmalta ja vähemmän aikaavievältä"
34,33,11:40:54.855,Joo.  ainakin Sellon kirjasto Leppävaarssa on virtuaalijuttu ( musiikkiosastolla -oma vr huone)  niillä voi olla jotain matkailu- tai museojuuttuja. ota ihmeessä yhteyytä
35,32,11:24:40.954,Moikka
35,31,11:24:49.874,"Moro, onko lähiaikoina matkailusuunnitelmia?"
35,32,11:25:18.298,"On itseasiassa, ensi kesänä menossa Wieniin. Entäs sulla?"
35,31,11:25:36.964,"mulla jo tän viikon sunnuntaina, kohteena Teneriffa viikoks "
35,31,11:25:50.643,"Ja toukokuussa Baltimore, Yhdysvallat"
35,32,11:25:57.794,"Oi, pääset lämpimään. Ootko käyny siellä ennen?"
35,32,11:26:11.034,Baltimore ois unelma kyllä
35,31,11:26:16.890,En oo käynyt ennen kummassakaan
35,32,11:26:43.354,Uusia kohteita siis. Ootko matkaillu paljon ennestään?
35,31,11:26:57.147,"Ja ne itse asiassa jenkeissäkään koskaan vielä, eli ekaa kertaa sinne menossa :D "
35,31,11:27:18.042,"Euroopassa on tullut paljonkin matkusteltua, pienempänä vanhempien matkassa ja sitten interrail lukioaikana"
35,31,11:27:35.266,ja nyt viime vuosina pari kertaa Pietarissa työmatkalla
35,32,11:28:04.217,"Itselläkin lähinnä Euroopassa tullut käytyä. Millanen paikka Pietari on, onko sinne helppo mennä?"
35,31,11:29:10.682,"Junalla oli helppo, olisiko sen 3.5h kestänyt matka, viisumikin lopulta aika helppo hankkia matkatoimiston kautta. Kuumottavinta oli rajatarkastajat, kauhean vakavaa sakkia "
35,32,11:29:53.538,"Okei, voin kyllä kuvitella :D Osaatko venäjää vai osataanko siellä englantia?"
35,31,11:30:26.154,"Mä en osaa venäjää sitten yhtään, siellä englantia vähän vaihtelevasti"
35,31,11:30:40.409,Mutta elekielellä ja hyvällä tahdolla pääsee pitkälle
35,31,11:30:47.034,Onks Wien sulle ennenstään tuttu?
35,32,11:31:37.385,"Hyvä tietää, haluaisin kovasti käydä itsekin Pietarissa joskus. En oo käynyt Wienissä ennen, joten se olisi uusi paikka. Onko sulle tuttu?"
35,31,11:32:30.738,"Mä oon käynyt Itävallassa vaan ohikulkumatkalla, kun interrailin juna meni Saksasta Italiaan"
35,31,11:32:56.017,"Mutta meillä on tutukimuslabrassa yhteistyötä Wieniläisen labran kanssa, eli ehkä mä pääsen sinne vielä lähivuosina :D "
35,32,11:33:04.033,Millasta interrail muuten oli? Tykkäsitkö?
35,32,11:33:26.793,"Oho, sun työt kuulostaa kansainvälisiltä"
35,31,11:33:59.033,"Joo voin suositella, siinä kun viettää päivän tai pari per kaupunki ehtii nähdä just kaikki tursitikohteet ja sitten pääsekin jo seuraavaan mestaan, eli voi tehokkaasti käydä kahlaamassa Euroopan kaupungit läpi"
35,31,11:34:18.762,"Meillä osui hyvin matka Luxemburgin kansallispäivän kohdalle, niin nähtiin siellä kunnon ilotulitukset"
35,32,11:34:55.570,Oi wau! Varmasti tehokas tapa kyllä nähdä paljon. Itsellä on jäänyt interrail tekemättä
35,32,11:35:13.922,Mikä on ollut mieleenpainuvin matka?
35,31,11:35:35.577,"Vielähän sitä ehtii, mun vanhemmat kävi viime vuonna kahdestaan reilaamassa :D "
35,31,11:36:42.497,"mieleenpainuvin on ehkä ollut toi viimeisin Pietarin matka, kun siellä on kaikilla matroasemilla turvatarkastus ja läpivalaisu isoille laukuille. Long sory short, mulla oli valtavat Fiskarsin putarhasakset laukussa, ja siinä sai sitten joka metroasemalla selitellä turvatarkastajille että miksi ne on mukana :D "
35,32,11:37:26.713,Voi ei! :D Varmaan ollut hienoinen tuskanhiki
35,32,11:37:40.049,Venäjällä taitaa olla aika tiukat turvatarkastukset?
35,31,11:38:03.122,"kuulin sit jälkeenpäin että Fiskars on siellä yleinen lahjaksi annettava tuotemerkki, niin se ehkä helpotti mun selittelyjä :D "
35,31,11:38:34.546,"Sinne maahan mentäessä ihan semi tiukka, mutta itse maassa ehkä vain useammin, ei niinkään tiukemmin kuin Helsingissä"
35,32,11:40:07.368,"Et onneksi joutunut Siperiaan. Jenkkeihin on myös aika tiukka, kannattaa varautua"
35,31,11:40:18.833,siellä joutuu sitten Alaskaan
35,32,11:40:52.433,Voi hyvin olla :D Eikös Baltimore ole itärannikolla vai olenko todella väärässä?
35,31,11:41:05.249,"Joo idässä se on, just Washington DC:n vieressä"
36,33,11:42:55.832,"kirjallisuus. no, luen."
36,33,11:43:00.042,sinä?
